//Index   Group   StartIndex   StartValue   ObjectiveMap   ObjectiveMapX   ObjectiveMapY   ObjectiveGate   ObjectiveType   ObjectiveIndex   ObjectiveCount   ObjectiveClass   ObjectiveRatio   RewardExpValue   RewardZenValue   RewardConValue   RewardMainIndex   RewardMainLevel   RewardMainCount   RewardSideIndex   RewardSideLevel   RewardSideCount   RewardPlusIndex   RewardPlusLevel   RewardPlusCount   RequirePriority   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL      GC
95        8       2            581          91             126             155             419             2               586              30               *                *                100000           0                0                6289              0                 1                 *                 *                 *                 *                 *                 *                 *                 300               399               *               *            *            1       1       1       1       1       1       1       1       1       1       1
96        8       2            581          91             115             130             419             2               587              30               *                *                100000           0                0                6289              0                 1                 *                 *                 *                 *                 *                 *                 *                 300               399               *               *            *            1       1       1       1       1       1       1       1       1       1       1
97        8       2            581          91             78              33              419             2               588              30               *                *                100000           0                0                7458              0                 1                 *                 *                 *                 *                 *                 *                 *                 300               399               *               *            *            1       1       1       1       1       1       1       1       1       1       1
98        8       2            581          91             126             155             419             2               586              50               *                *                200000           100000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 300               329               *               *            0            1       1       1       1       1       1       1       1       1       1       1
99        8       2            581          91             115             130             419             2               587              50               *                *                200000           100000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 330               359               *               *            0            1       1       1       1       1       1       1       1       1       1       1
100       8       2            581          91             78              33              419             2               588              50               *                *                200000           100000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 360               399               *               *            0            1       1       1       1       1       1       1       1       1       1       1
101       8       2            581          91             155             188             423             2               589              30               *                *                100000           0                0                6289              0                 1                 *                 *                 *                 *                 *                 *                 *                 400               459               *               *            *            1       1       1       1       1       1       1       1       1       1       1
102       8       2            581          91             206             176             423             2               590              30               *                *                100000           0                0                7458              0                 1                 *                 *                 *                 *                 *                 *                 *                 400               459               *               *            *            1       1       1       1       1       1       1       1       1       1       1
103       8       2            581          91             186             103             423             2               591              30               *                *                100000           0                0                6432              0                 1                 *                 *                 *                 *                 *                 *                 *                 400               459               *               *            *            1       1       1       1       1       1       1       1       1       1       1
104       8       2            581          91             155             188             423             2               589              50               *                *                300000           100000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 400               419               *               *            0            1       1       1       1       1       1       1       1       1       1       1
105       8       2            581          91             206             176             423             2               590              50               *                *                300000           100000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 420               439               *               *            0            1       1       1       1       1       1       1       1       1       1       1
106       8       2            581          91             186             103             423             2               591              50               *                *                300000           100000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 440               459               *               *            0            1       1       1       1       1       1       1       1       1       1       1
200       7       1            50           0              131             138             17              5               *                1                *                *                50               50               0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 50                *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
201       7       1            50           3              186             109             27              5               *                1                *                *                50               50               0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 50                *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
202       7       1            50           51             55              199             267             5               *                1                *                *                50               50               0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 50                *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
203       7       1            50           2              226             52              22              5               *                1                *                *                50               50               0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 50                *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
204       7       2            568          4              115             28              37              1               7332             1                40               2000             0                0                0                7331              0                 1                 *                 *                 *                 *                 *                 *                 *                 50                *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
205       7       2            568          7              78              145             75              1               7333             1                52               2000             0                0                0                7330              0                 1                 *                 *                 *                 *                 *                 *                 *                 150               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
206       7       2            568          10             17              19              63              1               7334             1                69               2000             0                0                0                7330              0                 1                 *                 *                 *                 *                 *                 *                 *                 300               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
207       9       2            257          37             73              166             334             1               6804             10               553              200              0                1000000          0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 410               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
208       9       2            257          57             83              116             287             1               6807             1                562              200              0                0                0                6812              0                 1                 *                 *                 *                 *                 *                 *                 *                 410               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
209       10      2            257          56             218             178             278             1               6805             10               557              500              0                1000000          0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 410               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
210       10      2            257          57             83              116             287             1               6807             1                562              200              0                0                0                6813              0                 1                 *                 *                 *                 *                 *                 *                 *                 410               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
211       11      2            257          33             195             194             140             1               6806             10               549              200              0                1000000          0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 410               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
212       11      2            257          57             83              116             287             1               6807             1                562              200              0                0                0                6814              0                 1                 *                 *                 *                 *                 *                 *                 *                 410               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
213       12      2            257          37             73              166             334             1               6804             20               553              200              0                1000000          0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 450               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
214       12      2            257          56             218             178             278             1               6805             20               557              500              0                1000000          0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 450               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
215       12      2            257          33             195             194             140             1               6806             20               549              200              0                1000000          0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 450               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
216       12      2            257          57             83              116             287             1               6807             5                562              200              0                0                0                6815              0                 1                 *                 *                 *                 *                 *                 *                 *                 450               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
217       15      1            91           0              167             129             17              5               *                1                *                *                50               50               0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       1       1       0       0       1       0       0       0       0       0
218       15      2            257          0              167             129             17              6               *                1                *                *                50               50               0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       1       1       0       0       1       0       0       0       0       0
219       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5121              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
220       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5123              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
221       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5134              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
222       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5160              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
223       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5633              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
224       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5635              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
225       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5646              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
226       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                5672              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
227       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                3585              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
228       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                3587              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
229       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                3598              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
230       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                3624              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
231       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4609              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
232       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4611              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
233       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4622              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
234       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4648              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
235       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4097              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
236       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4099              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
237       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4110              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
238       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                4136              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
239       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                13                8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
240       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                2565              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
241       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                2061              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
242       15      1            91           1              109             235             2               8               *                80               *                *                0                0                0                2576              8                 1                 *                 *                 *                 *                 *                 *                 *                 91                *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
243       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5154              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
244       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5155              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
245       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5156              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
246       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5161              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
247       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5666              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
248       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5667              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
249       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5668              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
250       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                5673              7                 1                 *                 *                 *                 *                 *                 *                 *                 161               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
251       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                3618              7                 1                 4642              7                 1                 *                 *                 *                 *                 161               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
252       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                3619              7                 1                 4643              7                 1                 *                 *                 *                 *                 161               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
253       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                3620              7                 1                 4644              7                 1                 *                 *                 *                 *                 161               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
254       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                3625              7                 1                 4649              7                 1                 *                 *                 *                 *                 161               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
255       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                4130              7                 1                 1030              4                 1                 *                 *                 *                 *                 161               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
256       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                4131              7                 1                 1030              4                 1                 *                 *                 *                 *                 161               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
257       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                4132              7                 1                 1030              4                 1                 *                 *                 *                 *                 161               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
258       15      1            161          4              211             96              29              8               *                80               *                *                0                0                0                4137              7                 1                 1030              4                 1                 *                 *                 *                 *                 161               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
259       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5154              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
260       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5155              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
261       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5156              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
262       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5161              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
263       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5666              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
264       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5667              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
265       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5668              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
